TargetGA_1,TargetGA_2
13.1659625618596,5.79640901151205
0,0
-22.1888451162077,0.321656212975795
0,0
-16.9043677934189,-12.5341482908066
0,0
-8.68331222605974,-1.84313609344776
0,0
18.9935161369814,6.09534252777005
0,0
5.54480566574303,9.93949408125368
0,0
-22.3760988955302,9.25240075383617
0,0
-9.1121156814094,6.23336909234834
0,0
-14.6422407260028,1.78897831161303
0,0
-10.8101006743535,2.81554141052283
0,0
-21.9241679518668,2.02267691532648
0,0
15.7047991124388,-3.0934166468411
0,0
12.6663808025458,1.43963222305855
0,0
10.6513644419802,12.9823061074966
0,0
15.3464242802103,12.4091757441038
0,0
12.6787019589108,2.73811655494876
0,0
-17.8834026527203,-12.7629543557727
0,0
-5.61781961785357,-1.15756264445056
0,0
-21.8732882295095,-11.0248736285283
0,0
-22.9814436214383,4.74896941987587
0,0
-22.7459103612268,5.6521435991627
0,0
-15.775919796719,-10.1509603680178
0,0
-16.5556786817652,-7.51285400158713
0,0
0.754894663542837,2.85581235808868
0,0
-3.94616233906299,-10.2388568805393
0,0
4.56131747091128,2.01126831821414
0,0
-10.7389603439469,0.910044543856282
0,0
4.51359755358064,2.03120136766688
0,0
4.14119519025119,1.21224736049802
0,0
-17.8382315504643,-5.27503130544385
0,0
-19.7159357846883,10.8169992954888
0,0
-21.6992276562599,-6.29414212789366
0,0
-15.7585836278863,9.91495871277866
0,0
1.17756450204708,0.0939648450094919
0,0
16.1880790813577,6.47810603594758
0,0
-9.3486343518836,-2.47979391424328
0,0
-14.7157166416415,7.33285742465723
0,0
-20.2956124653851,-12.1349117277301
0,0
20.7711699986656,11.6650897726204
0,0
-12.2461992009291,8.51108606040752
0,0
6.0872561773254,-3.35927655935316
0,0
-14.006365749494,5.62830473510863
0,0
-12.386796533239,9.72652180350092
0,0
11.6950000044713,8.36047509369764
0,0
-16.3060832397849,-12.1736985094923
0,0
15.3670349013683,5.4886694209459
0,0
-19.0485856882054,7.07748916189387
0,0
22.1965344426912,-4.3270905371182
0,0
7.42378810077216,13.1807639025095
0,0
-10.4030878601718,11.270971155385
0,0
17.3433874429138,5.14056095084903
0,0
-21.7802137078646,7.42996185239679
0,0
12.5113788304818,-5.2714035662511
0,0
18.619209577745,-5.40403514126481
0,0
5.77250404539617,-9.43708275065547
0,0
10.631989416759,-1.59828125568273
0,0
-1.76083791892464,-1.90314107786536
0,0
12.4160552754247,-0.836928937928743
0,0
-22.7399426982448,-9.62324353495257
0,0
-14.6096766038852,1.4520642204008
0,0
-19.1588133811754,3.15358808993811
0,0
-15.7692255835497,-2.57954023705172
0,0
20.6107556932748,5.26256285601734
0,0
16.5497668450419,10.6725213831842
0,0
-17.1426878154999,3.46227832537419
0,0
7.7830468431236,7.4782760759102
0,0
-21.42852766972,-3.87112887307047
0,0
-16.6573686047325,-7.44664802663734
0,0
-15.0068778796486,1.89323280866172
0,0
7.04694653528951,-3.27347219335079
0,0
16.8680551985833,5.95869601394193
0,0
16.7261589096841,0.594207720741469
0,0
-0.290489818114131,5.00204987134611
0,0
13.4339192537354,-8.78669039301624
0,0
-10.8483705146128,-6.55345152869645
0,0
21.6759201307467,9.53908673220751
0,0
22.6433640553198,11.5285741561115
0,0
-19.4627040253531,-0.869843516222521
0,0
-8.23604083024317,-6.57466408018978
0,0
-11.1467480082612,-9.01295468253268
0,0
-13.5813190931447,-5.95167069233345
0,0
12.7935672660763,-10.3776417251079
0,0
-6.54652492229961,9.05026098717204
0,0
-16.3952055165049,8.03412444198201
0,0
-15.9004837494531,-10.2293033307563
0,0
18.4960302422573,1.02963029233738
0,0
20.7617890366661,8.41037907088064
0,0
0.85102811593893,-6.0646316772707
0,0
-22.2728862127855,-10.2710094806976
0,0
-3.92563377051899,-8.01424722727741
0,0
-17.8163814427273,-9.20398997895778
0,0
21.0194316905386,-1.0297714840073
0,0
-11.0584684192484,7.81241232070957
0,0
18.5087049636946,-0.824077289729472
0,0
18.5760854136568,-9.21269592242799
0,0
13.1872744568266,7.65955200612824
0,0
19.170668689259,-5.84622207424843
0,0
-22.3434918105706,-9.72272820627282
0,0
21.3346695311705,0.777803819578182
0,0
-19.860066551189,1.06900024641814
0,0
17.8056224323395,1.35463607443927
0,0
17.6369268907614,-12.9966908216562
0,0
-0.507370115913076,12.421622752831
0,0
5.16449311651232,-9.63808524335313
0,0
10.4879851517708,-0.772963925989398
0,0
-17.0206824864992,-12.6601401029123
0,0
4.04003765276898,-10.1049928237792
0,0
-14.5405699868881,9.09033863277496
0,0
-20.3719420645654,3.96268352097881
0,0
-20.3477898353562,11.7949114460615
0,0
20.5090090251646,1.51238280724588
0,0
0.983378498956425,1.5941378793762
0,0
-16.5699906614365,4.68063752411784
0,0
7.10598421265611,-11.0773166451825
0,0
4.0753619304886,0.147355807733124
0,0
-9.0674881611473,-5.67235308595439
0,0
8.32848886160026,-4.44775384331002
0,0
-5.00313546973093,-8.90856724229707
0,0
-13.4157930284488,6.52148012404664
0,0
-12.4296614421881,-7.24921891727015
0,0
-5.51915246336804,2.41943212988249
0,0
-21.6388406140798,11.8558544456209
0,0
-7.42649383451422,-9.93246708847529
0,0
2.53407058805021,-12.5787280020655
0,0
2.84512428590386,10.257148879934
0,0
-20.2229119234563,-0.225025338013378
0,0
3.98603481085392,-6.88464351937508
0,0
-1.17615716668641,10.4402444633505
0,0
7.84090181447548,12.4196930123239
0,0
13.6742971809683,1.59402735662853
0,0
-14.7673350612582,9.92110382591168
0,0
21.4284536565498,-12.5607321681
0,0
1.70784247391907,-11.747178834046
0,0
19.4179279109717,-11.56455617355
0,0
7.0614398138498,-12.8738332553212
0,0
-16.4197702638731,-5.21090958712447
0,0
-20.8481443601083,-5.46422263367665
0,0
-22.4113850792163,3.47919343596211
0,0
-14.4783486968273,11.6366204509017
0,0
1.35001895275915,1.5303516439857
0,0
-16.6793292981824,-1.16347324442008
0,0
-19.9513425272778,-1.08702472531704
0,0
2.67007379495476,-7.70273616337522
0,0
22.2585363606321,-2.74297369697879
0,0
-15.9978213133151,-11.9250686131836
0,0
-16.2794030941983,-3.54743858486958
0,0
-15.9613682351278,-10.1473837269515
0,0
-19.7204266151257,10.1074114279085
0,0
10.5215909577246,-8.42622105851983
0,0
-2.61637979630265,-12.7154214393835
0,0
0.493043991424431,7.23630915213334
0,0
5.10948758535836,-11.0339815515269
0,0
18.0438210800748,-4.76313097905897
0,0
-17.8238712354985,-6.06954953831638
0,0
-10.1133625318043,-5.01631847840301
0,0
-20.4145648426915,-7.97994164395881
0,0
-16.8642006562765,-0.80192633646653
0,0
-20.1735325715404,-6.85990928778506
0,0
-14.9922155709179,-0.0962090212291793
0,0
12.870256788663,-10.8853695900202
0,0
18.6848271722982,10.0831696926858
0,0
0.890210258852276,-9.44788062488655
0,0
16.3346141060899,8.72810510602859
0,0
-12.9890272981354,-7.1139775562769
0,0
-3.48568490722761,1.10070483807942
0,0
-6.39081978932473,-2.86865948894999
0,0
9.46528687806231,3.67529183784503
0,0
20.7017338113558,2.65237209402207
0,0
-13.4908926586988,-6.20358072664342
0,0
12.1423920032696,-12.1351858442989
0,0
0.966530465223224,-10.1463693027681
0,0
12.4712567501156,-2.96769505517434
0,0
17.9467725411098,-12.4617498507278
0,0
-12.5848899968562,-3.62616297724638
0,0
20.5016349587653,-7.46283683983383
0,0
-21.9056415351709,-10.6623684646127
0,0
2.99452498995118,7.36088419805491
0,0
18.3683427530606,10.6683687874204
0,0
-15.8116993651268,-8.81548462895027
0,0
-3.63761747831886,2.0436698196595
0,0
-8.37426529623218,-6.12388473907099
0,0
3.28971993656283,-11.6587957453501
0,0
15.5397159666369,5.49083299686432
0,0
-5.26291829864213,5.07031424436503
0,0
5.89190718518163,-1.34499306514244
0,0
21.5821192913405,-1.42304985883254
0,0
15.6067878547066,-3.79496864979027
0,0
14.9234926770608,-2.61439839747357
0,0
21.1571453999363,9.09457325782957
0,0
-15.0816010516704,2.22103938815528
0,0
8.24662263639611,3.54005368481339
0,0
11.3293342715466,11.2163869935589
0,0
15.2028689268444,7.10134711564285
0,0
8.7513270677774,-13.1457500003236
0,0
-8.22337567440575,-10.9444445294204
0,0
-21.5886852368219,-7.82240062093917
0,0
-17.9000832696411,9.78018882892822
0,0
-10.4219791780659,-1.36238475792549
0,0
16.0472045963111,11.902991114079
0,0
18.845383568142,-4.76812394243338
0,0
2.62030804706207,12.7901961476731
0,0
-15.2754884885333,10.0438525186899
0,0
17.0084640634241,7.44845089444015
0,0
-12.8399882902923,1.37654245235174
0,0
-15.7614329796755,-0.934658580723901
0,0
-21.9236387044703,-13.0443203895366
0,0
-8.58709961609404,-5.86286543231065
0,0
2.68589924441286,-12.7785927550915
0,0
15.4284630598132,11.9055971083787
0,0
14.5062149818984,-3.69992303353476
0,0
-22.0206306206497,-12.2710422961232
0,0
-6.23609383348983,6.20364082382585
0,0
-0.396130456189948,-11.9870886857155
0,0
-1.65363022383104,-10.7598598263856
0,0
-21.2922752983829,8.20898786765164
0,0
5.68216031315267,-6.30727840845164
0,0
3.79655326843254,8.73298452260845
0,0
-9.7089416197996,10.5670520014261
0,0
-3.13152163932244,5.01894442488126
0,0
-17.1716045351117,4.08684723223201
0,0
-9.66576671501008,2.73293587857909
0,0
12.5316423289536,5.82898774864581
0,0
-21.5629689301997,5.02433709980715
0,0
-11.0903944758056,-5.88784589275703
0,0
22.881141014643,-11.863722203371
0,0
-2.58328567667163,11.0202883277905
0,0
-16.4504539703586,5.94638504868449
0,0
18.1827648646761,-2.60116343729072
0,0
-21.7280720408441,-8.8201224944164
0,0
-18.0831760390336,-7.59288059330833
0,0
-11.9625697029754,-1.54902904272367
0,0
12.4526943677834,12.3573852030253
0,0
18.7124783525383,-4.57501016957272
0,0
-13.2356443487335,-9.36260499915856
0,0
8.38357644359091,11.6013351957818
0,0
15.168126498604,3.76354066274253
0,0
20.8954403601073,6.52105515830552
0,0
17.6572736740794,1.82394137848433
0,0
-5.1636264214607,5.23488982600614
0,0
20.3847884689689,-12.4313652209408
0,0
-3.07178173840899,9.91717999635754
0,0
-16.0130663017581,7.60381961082397
0,0
-9.18684726726097,-10.5287201440694
0,0
8.75567802970194,-3.29086311833019
0,0
20.2602169173267,2.75453873389521
0,0
20.8298968226814,3.88955922044288
0,0
4.81640343951132,-3.96129241351306
0,0
20.8930731190563,-6.2842710225863
0,0
-4.66632330096536,-6.24708951512514
0,0
-21.3210908280338,-12.2140033661755
0,0
-9.94467790024008,12.1071687290173
0,0
-21.7045594956751,2.0466116039605
0,0
17.2225618107081,13.0595424030262
0,0
-3.28304972399359,-5.49988811163799
0,0
-19.0998047506639,-7.55936174313235
0,0
-17.120055816913,-1.75462450611743
0,0
-12.3761936767999,12.6922479507008
0,0
-13.2546394194631,13.0968739511445
0,0
17.3659038918876,-13.0078052987404
0,0
12.661672038768,8.02331401322745
0,0
-7.52269079291159,-8.68536268191909
0,0
-5.59617128112069,3.75856414712026
0,0
4.61227636891393,1.04873361544111
0,0
1.71073347925979,10.4387157485424
0,0
-8.05640500379865,-7.56918481922279
0,0
16.7845435452006,1.26004232010757
0,0
-11.2712118078415,5.47554377291005
0,0
20.2552937238062,3.82728565043748
0,0
-5.35216145766746,0.475431447882272
0,0
8.8487508985417,1.86103435231087
0,0
-10.8316391399498,-5.36622137416837
0,0
-21.8718395140758,-4.72814762624741
0,0
20.5409325503034,13.1146664918829
0,0
1.65472893095993,11.2495880699458
0,0
8.2821715751318,1.0656829354628
0,0
5.2250618689422,-7.47006900915579
0,0
12.0431387258713,-8.51138071465009
0,0
22.2601802538522,-3.55201161462495
0,0
10.9575301631375,3.6527387266657
0,0
16.9023141935733,-10.3743816009176
0,0
22.697856240586,6.7113472240269
0,0
12.4427264879211,11.5843348267463
0,0
-16.7522210386011,-6.12535719011027
0,0
-8.40244174677436,-7.18410830633885
0,0
-21.8370703844916,-10.6577115538717
0,0
9.39431080027129,-7.18485189700585
0,0
21.3121840287316,-11.9216970947842
0,0
11.0222061046333,-0.967178008041941
0,0
11.3835559774228,-12.2555045558848
0,0
-15.4674267948007,-12.7304625383049
0,0
-7.00991902860555,-0.59821279802041
0,0
3.63238709873345,-9.26696017427145
0,0
-1.95089457663368,-10.649889273547
0,0
15.8439889572047,-11.5154188980672
0,0
15.0163375779486,1.14650820271919
0,0
-8.51463438858682,-6.98055129304252
0,0
-1.86624569843894,-11.711953485295
0,0
8.4150525508794,-8.35078159123459
0,0
4.62976492598226,-11.4936692499804
0,0
-17.2714354219646,1.43552296801437
0,0
