time,signal
0.0,485
0.0008335234648518346,486
0.0016670469297036692,486
0.002500570394555504,486
0.0033340938594073385,487
0.0041676173242591735,487
0.005001140789111008,487
0.005834664253962842,487
0.006668187718814677,488
0.007501711183666512,489
0.008335234648518347,490
0.00916875811337018,491
0.010002281578222015,490
0.01083580504307385,490
0.011669328507925684,490
0.012502851972777519,490
0.013336375437629354,491
0.014169898902481189,491
0.015003422367333024,491
0.015836945832184857,490
0.016670469297036694,489
0.017503992761888527,488
0.01833751622674036,488
0.019171039691592198,488
0.02000456315644403,487
0.020838086621295864,488
0.0216716100861477,488
0.022505133550999534,489
0.023338657015851368,489
0.024172180480703204,490
0.025005703945555038,490
0.025839227410406874,490
0.026672750875258708,490
0.02750627434011054,489
0.028339797804962378,488
0.02917332126981421,488
0.030006844734666048,489
0.03084036819951788,489
0.031673891664369715,490
0.03250741512922155,489
0.03334093859407339,489
0.03417446205892522,489
0.035007985523777055,488
0.03584150898862889,488
0.03667503245348072,488
0.037508555918332555,488
0.038342079383184395,488
0.03917560284803623,489
0.04000912631288806,490
0.040842649777739895,490
0.04167617324259173,490
0.04250969670744357,489
0.0433432201722954,489
0.044176743637147235,489
0.04501026710199907,490
0.0458437905668509,489
0.046677314031702735,490
0.047510837496554575,489
0.04834436096140641,489
0.04917788442625824,490
0.050011407891110075,490
0.05084493135596191,491
0.05167845482081375,490
0.05251197828566558,489
0.053345501750517416,489
0.05417902521536925,489
0.05501254868022108,489
0.05584607214507292,489
0.056679595609924756,489
0.05751311907477659,488
0.05834664253962842,488
0.059180166004480256,487
0.060013689469332096,487
0.06084721293418393,486
0.06168073639903576,487
0.0625142598638876,486
0.06334778332873943,485
0.06418130679359127,486
0.0650148302584431,486
0.06584835372329494,486
0.06668187718814678,487
0.0675154006529986,488
0.06834892411785044,488
0.06918244758270227,488
0.07001597104755411,489
0.07084949451240594,488
0.07168301797725778,488
0.07251654144210962,487
0.07335006490696144,488
0.07418358837181328,487
0.07501711183666511,487
0.07585063530151695,487
0.07668415876636879,487
0.07751768223122062,486
0.07835120569607246,486
0.07918472916092428,486
0.08001825262577612,485
0.08085177609062796,485
0.08168529955547979,485
0.08251882302033163,485
0.08335234648518346,486
0.0841858699500353,486
0.08501939341488714,488
0.08585291687973896,488
0.0866864403445908,489
0.08751996380944263,489
0.08835348727429447,488
0.08918701073914631,488
0.09002053420399814,487
0.09085405766884998,488
0.0916875811337018,487
0.09252110459855364,486
0.09335462806340547,486
0.09418815152825731,485
0.09502167499310915,484
0.09585519845796098,484
0.09668872192281282,484
0.09752224538766464,484
0.09835576885251648,484
0.09918929231736832,485
0.10002281578222015,485
0.10085633924707199,485
0.10168986271192382,486
0.10252338617677566,488
0.1033569096416275,489
0.10419043310647932,489
0.10502395657133116,489
0.10585748003618299,489
0.10669100350103483,489
0.10752452696588667,488
0.1083580504307385,487
0.10919157389559034,487
0.11002509736044216,486
0.110858620825294,486
0.11169214429014584,486
0.11252566775499767,485
0.11335919121984951,485
0.11419271468470134,484
0.11502623814955318,485
0.11585976161440502,486
0.11669328507925684,485
0.11752680854410869,486
0.11836033200896051,486
0.11919385547381235,487
0.12002737893866419,487
0.12086090240351602,489
0.12169442586836786,490
0.12252794933321969,489
0.12336147279807153,490
0.12419499626292335,489
0.1250285197277752,488
0.12586204319262703,487
0.12669556665747886,486
0.12752909012233068,485
0.12836261358718254,484
0.12919613705203437,484
0.1300296605168862,484
0.13086318398173805,484
0.13169670744658987,484
0.1325302309114417,485
0.13336375437629355,485
0.13419727784114538,485
0.1350308013059972,486
0.13586432477084903,488
0.1366978482357009,488
0.1375313717005527,488
0.13836489516540454,488
0.1391984186302564,488
0.14003194209510822,489
0.14086546555996005,489
0.14169898902481187,491
0.14253251248966373,490
0.14336603595451555,488
0.14419955941936738,487
0.14503308288421923,486
0.14586660634907106,485
0.14670012981392289,484
0.14753365327877474,485
0.14836717674362657,485
0.1492007002084784,485
0.15003422367333022,485
0.15086774713818207,486
0.1517012706030339,486
0.15253479406788573,486
0.15336831753273758,487
0.1542018409975894,489
0.15503536446244123,489
0.1558688879272931,490
0.1567024113921449,491
0.15753593485699674,491
0.15836945832184857,490
0.15920298178670042,491
0.16003650525155225,491
0.16087002871640407,489
0.16170355218125593,487
0.16253707564610775,486
0.16337059911095958,485
0.1642041225758114,485
0.16503764604066326,485
0.1658711695055151,486
0.1667046929703669,486
0.16753821643521877,486
0.1683717399000706,488
0.16920526336492242,489
0.17003878682977427,489
0.1708723102946261,489
0.17170583375947793,490
0.17253935722432975,491
0.1733728806891816,490
0.17420640415403343,492
0.17503992761888526,492
0.17587345108373711,492
0.17670697454858894,491
0.17754049801344077,492
0.17837402147829262,491
0.17920754494314445,489
0.18004106840799627,489
0.1808745918728481,488
