time,signal
0.0,513
0.0008337340181401279,514
0.0016674680362802558,514
0.0025012020544203837,514
0.0033349360725605116,515
0.004168670090700639,515
0.005002404108840767,515
0.005836138126980896,514
0.006669872145121023,515
0.007503606163261151,514
0.008337340181401278,514
0.009171074199541407,514
0.010004808217681535,514
0.010838542235821662,514
0.011672276253961791,513
0.012506010272101919,513
0.013339744290242046,513
0.014173478308382174,513
0.015007212326522301,513
0.01584094634466243,512
0.016674680362802556,513
0.017508414380942687,513
0.018342148399082814,513
0.019175882417222942,512
0.02000961643536307,513
0.020843350453503197,513
0.021677084471643324,513
0.022510818489783452,513
0.023344552507923583,514
0.02417828652606371,514
0.025012020544203838,514
0.025845754562343965,514
0.026679488580484093,514
0.02751322259862422,514
0.028346956616764347,513
0.029180690634904475,514
0.030014424653044602,514
0.030848158671184733,513
0.03168189268932486,513
0.03251562670746499,513
0.03334936072560511,513
0.03418309474374524,513
0.035016828761885374,513
0.0358505627800255,512
0.03668429679816563,513
0.03751803081630575,513
0.038351764834445884,513
0.03918549885258601,513
0.04001923287072614,514
0.04085296688886627,513
0.041686700907006394,514
0.042520434925146525,513
0.04335416894328665,513
0.04418790296142678,513
0.045021636979566904,513
0.045855370997707035,513
0.046689105015847165,513
0.04752283903398729,512
0.04835657305212742,512
0.049190307070267544,512
0.050024041088407675,512
0.0508577751065478,513
0.05169150912468793,512
0.052525243142828054,512
0.053358977160968185,512
0.054192711179108316,512
0.05502644519724844,512
0.05586017921538857,512
0.056693913233528695,512
0.057527647251668826,512
0.05836138126980895,512
0.05919511528794908,512
0.060028849306089205,512
0.060862583324229336,512
0.06169631734236947,512
0.0625300513605096,512
0.06336378537864971,511
0.06419751939678985,512
0.06503125341492998,511
0.06586498743307011,511
0.06669872145121022,512
0.06753245546935036,512
0.06836618948749049,512
0.06919992350563062,511
0.07003365752377075,512
0.07086739154191087,512
0.071701125560051,512
0.07253485957819113,512
0.07336859359633126,512
0.07420232761447139,512
0.0750360616326115,511
0.07586979565075164,512
0.07670352966889177,511
0.0775372636870319,512
0.07837099770517202,512
0.07920473172331215,512
0.08003846574145228,512
0.08087219975959241,512
0.08170593377773254,512
0.08253966779587266,512
0.08337340181401279,513
0.08420713583215292,512
0.08504086985029305,513
0.08587460386843317,513
0.0867083378865733,513
0.08754207190471343,513
0.08837580592285356,513
0.08920953994099369,513
0.09004327395913381,512
0.09087700797727394,512
0.09171074199541407,511
0.0925444760135542,511
0.09337821003169433,511
0.09421194404983445,511
0.09504567806797458,511
0.09587941208611471,511
0.09671314610425484,511
0.09754688012239496,510
0.09838061414053509,509
0.09921434815867522,510
0.10004808217681535,510
0.10088181619495548,510
0.1017155502130956,510
0.10254928423123573,510
0.10338301824937586,511
0.10421675226751599,511
0.10505048628565611,510
0.10588422030379624,511
0.10671795432193637,510
0.1075516883400765,510
0.10838542235821663,511
0.10921915637635675,511
0.11005289039449688,510
0.11088662441263701,510
0.11172035843077714,510
0.11255409244891726,510
0.11338782646705739,510
0.11422156048519752,510
0.11505529450333765,510
0.11588902852147778,511
0.1167227625396179,511
0.11755649655775803,511
0.11839023057589816,511
0.11922396459403829,510
0.12005769861217841,511
0.12089143263031854,512
0.12172516664845867,512
0.1225589006665988,513
0.12339263468473893,512
0.12422636870287905,512
0.1250601027210192,512
0.1258938367391593,512
0.12672757075729943,512
0.12756130477543956,511
0.1283950387935797,510
0.12922877281171982,510
0.13006250682985995,510
0.13089624084800008,510
0.13172997486614021,510
0.13256370888428035,510
0.13339744290242045,510
0.13423117692056058,510
0.1350649109387007,510
0.13589864495684084,510
0.13673237897498097,510
0.1375661129931211,510
0.13839984701126123,510
0.13923358102940137,510
0.1400673150475415,510
0.14090104906568163,510
0.14173478308382173,510
0.14256851710196186,510
0.143402251120102,510
0.14423598513824212,510
0.14506971915638225,510
0.14590345317452239,510
0.14673718719266252,510
0.14757092121080265,509
0.14840465522894278,510
0.14923838924708288,510
0.150072123265223,510
0.15090585728336314,509
0.15173959130150327,510
0.1525733253196434,510
0.15340705933778354,509
0.15424079335592367,510
0.1550745273740638,509
0.15590826139220393,510
0.15674199541034403,510
0.15757572942848416,510
0.1584094634466243,510
0.15924319746476442,510
0.16007693148290456,509
0.1609106655010447,509
0.16174439951918482,509
0.16257813353732495,508
0.16341186755546508,508
0.16424560157360518,508
0.1650793355917453,508
0.16591306960988544,508
0.16674680362802557,509
0.1675805376461657,509
0.16841427166430584,509
0.16924800568244597,509
0.1700817397005861,509
0.17091547371872623,509
0.17174920773686633,509
0.17258294175500646,509
0.1734166757731466,510
0.17425040979128673,510
0.17508414380942686,510
0.175917877827567,510
0.17675161184570712,510
0.17758534586384725,511
0.17841907988198738,510
0.17925281390012748,510
0.18008654791826761,509
0.18092028193640775,509
0.18175401595454788,509
0.182587749972688,508
0.18342148399082814,508
0.18425521800896827,509
0.1850889520271084,509
0.18592268604524853,509
0.18675642006338866,509
0.18759015408152876,510
0.1884238880996689,510
0.18925762211780903,509
0.19009135613594916,509
0.1909250901540893,510
0.19175882417222942,509
0.19259255819036955,509
0.19342629220850968,508
0.1942600262266498,508
0.19509376024478992,508
0.19592749426293005,509
0.19676122828107018,509
0.1975949622992103,508
0.19842869631735044,508
0.19926243033549057,508
0.2000961643536307,507
0.20092989837177083,508
0.20176363238991096,508
0.20259736640805107,508
0.2034311004261912,508
0.20426483444433133,508
0.20509856846247146,509
0.2059323024806116,508
0.20676603649875172,509
0.20759977051689185,508
0.20843350453503198,509
0.2092672385531721,508
0.21010097257131222,508
0.21093470658945235,508
0.21176844060759248,508
0.2126021746257326,507
0.21343590864387274,508
0.21426964266201287,509
0.215103376680153,508
0.21593711069829313,508
0.21677084471643326,509
0.21760457873457337,508
0.2184383127527135,509
0.21927204677085363,509
0.22010578078899376,509
0.2209395148071339,509
0.22177324882527402,509
0.22260698284341415,509
0.22344071686155428,509
0.22427445087969441,509
0.22510818489783452,509
