TargetGA_1,TargetGA_2
5.15553795220275,-7.71378755080403
0,0
-2.40077080799739,4.8455338353409
0,0
-1.98765157782228,-0.911634497369743
0,0
7.75419343659375,10.8434482470821
0,0
12.8038513697299,10.2807521431087
0,0
-7.17813621236787,9.64239643042768
0,0
7.7572605992725,-4.77049634311145
0,0
-4.03249008317871,0.12908475123836
0,0
16.0402336585401,8.24732843657655
0,0
15.6384005151542,0.133666662165117
0,0
-11.5737203876145,9.34777975078242
0,0
5.44961516171787,11.7436568565648
0,0
3.95615394253289,-9.30401942222956
0,0
1.96189976829009,-1.62041703175402
0,0
17.2787663207137,-11.3475593269536
0,0
-11.1876683080103,-5.24897749008851
0,0
-8.69708367093282,-2.21476013051821
0,0
-17.7538793534891,-8.38117307548134
0,0
20.295570823349,-10.0400974000519
0,0
6.97743970615239,-12.8648579669722
0,0
-0.989285683495635,13.1333436816504
0,0
6.68131325620851,-9.68742370077186
0,0
2.1532384959587,-3.01002002640824
0,0
7.06094489667347,-12.8912745509873
0,0
2.11329915582887,-0.740803637679822
0,0
10.529043080214,0.54803090438945
0,0
1.08360937940203,-8.01278689897615
0,0
22.5444806851337,7.24529679428397
0,0
-13.3084718154313,0.0510054471809427
0,0
-18.3381915874583,-10.6058233671397
0,0
-18.1687728554917,-1.99746517606715
0,0
-20.1504603078985,-9.1597038224786
0,0
-4.58714824080132,-6.36084104847023
0,0
-2.48563693941618,-2.30016882075706
0,0
-6.43724539923142,6.74717652319353
0,0
12.492838406151,-4.44511725275435
0,0
6.13797409202005,11.0103375875373
0,0
12.8814696895203,-3.36737595271473
0,0
19.9993700365587,-4.29952193470188
0,0
21.6776401214037,-6.12575979362759
0,0
-14.51800527831,-10.3444274906847
0,0
-16.8907382050443,-12.6966431792755
0,0
9.37090843881861,-7.16289440528706
0,0
-18.8565614659803,-2.17882865922919
0,0
1.2237018202605,-11.3142164822782
0,0
1.46155236875062,-2.14258424052869
0,0
16.8913563602565,12.7148245230394
0,0
-0.729669547367933,10.0433808106862
0,0
-5.11920318003862,-9.61646577808801
0,0
8.20240482714938,0.420289454346525
0,0
11.4672856546957,-9.15129050694726
0,0
0.965960368012847,7.73039435734857
0,0
-7.29691837692316,-1.39927657336322
0,0
-16.3988414997444,-3.4720157096563
0,0
4.14036757167348,12.3320283752674
0,0
-11.3097223073008,-3.06732071548589
0,0
-20.9587515540707,3.67743880811052
0,0
12.0986309381287,11.8831937718498
0,0
-12.2036692529038,0.279152458261688
0,0
-2.77267192787433,8.17391638213665
0,0
8.97321374511565,9.9856518927366
0,0
-6.75044282450533,7.83314918988762
0,0
11.2395434435779,9.3762674130279
0,0
-5.0594035564991,8.26405822131268
0,0
8.76720906879633,12.0594156946611
0,0
9.7354455671017,-3.61371358063544
0,0
-2.77732924234735,5.81815699226161
0,0
-21.9965029150709,-1.03291125427375
0,0
-8.09434394021075,-5.20905366113625
0,0
-3.6415702800002,0.0236595102487568
0,0
-10.9328505064391,-0.95811024593684
0,0
-14.2908811200016,1.4668280068314
0,0
15.1370179118662,9.96362273042656
0,0
-3.37222168251111,0.258081067466385
0,0
18.0585998738541,-9.36358028438319
0,0
-5.22783476544586,-9.90804356983144
0,0
12.7501904519262,6.1245376765301
0,0
-4.95976792788661,7.75519428040738
0,0
14.5424932634369,-1.73861589162269
0,0
12.1052556400193,-3.7500206044389
0,0
-5.88582624281617,2.21957276405062
0,0
-13.4296650162251,7.8205051248782
0,0
13.7221928413059,-11.8182249764833
0,0
20.6960525794978,11.0467360232003
0,0
-8.24975646934445,10.4360522728625
0,0
8.19453389940338,9.49278898576768
0,0
-2.95323414070193,8.85583794288434
0,0
15.6644776778758,-3.2339663799395
0,0
12.7382680080878,-1.97203046453782
0,0
-15.6307891157631,11.8179426184571
0,0
16.9284300544068,-11.388526352344
0,0
22.3868077016028,-6.0969124755735
0,0
0.694833417652928,-6.33972734781434
0,0
17.9064933866877,11.5272004034556
0,0
4.23304316153776,-9.55739134518965
0,0
-16.1877906486386,-11.4709056446622
0,0
-14.1637271823011,-12.7499973294357
0,0
-4.47345121469586,-9.51830132613794
0,0
11.8114853901504,-7.59800742484365
0,0
15.3102735745424,-0.358036083383616
0,0
-6.12801826655314,11.4956144387978
0,0
20.1812811039569,1.70747603106089
0,0
15.4871075878858,-8.67518854642233
0,0
16.3581648287786,2.82045253987117
0,0
-6.11746486208636,-3.03426569982899
0,0
4.48012665360062,-8.46612159732375
0,0
17.3934090258814,-10.2273846102808
0,0
20.026933405179,-11.3862176917462
0,0
8.06233280217737,8.2191664355641
0,0
-13.8501678177025,6.43425548422484
0,0
7.37100324736972,-10.5285713969331
0,0
-19.7904252019412,-2.49720682323566
0,0
-4.48436467264873,-0.102777996877312
0,0
7.98993069940902,-3.01650902848271
0,0
20.0364608443997,-8.48658383384101
0,0
14.6523933978009,-0.853436518358055
0,0
-0.744363833222677,7.92294001540882
0,0
12.1822467186008,1.23383042068841
0,0
-3.9898775323339,1.92870379549146
0,0
21.6379042608022,-12.2820493922066
0,0
22.3086112914994,-3.20985858879402
0,0
17.023930293201,-5.21507675590341
0,0
-5.33766343582336,-5.8719644440862
0,0
-2.17931564873849,4.09081764144477
0,0
-12.0239718078801,-0.45473160871452
0,0
13.4498090102779,-1.51705235562897
0,0
17.8435064277499,9.11604548565899
0,0
19.1808763736472,-1.66043785979085
0,0
