Horizontal,Vertical
0,0
-2.53125,1.34619140625
-3.390625,1.0732421875
-2.7412109375,-1.14208984375
-1.513671875,-4.4033203125
-1.064453125,-7.134765625
-2.4443359375,-8.112548828125
-5.619140625,-7.2705078125
-9.302734375,-5.72705078125
-11.6015625,-4.9921875
-11.12890625,-5.923095703125
-7.8779296875,-8.145263671875
-3.2509765625,-10.36767578125
0.77734375,-11.319091796875
2.7802734375,-10.61669921875
2.5869140625,-8.95361328125
1.1875,-7.54736328125
0.033203125,-7.30517578125
0.294921875,-8.282470703125
2.333984375,-9.78369140625
5.72265625,-10.904296875
9.447265625,-11.116455078125
12.2744140625,-10.4736328125
13.22265625,-9.395751953125
11.9951171875,-8.224853515625
9.19140625,-6.92333984375
5.9990234375,-5.112060546875
3.5458984375,-2.45361328125
2.333984375,0.856201171875
2.208984375,3.915283203125
2.7685546875,5.499755859375
3.8359375,4.79052734375
5.583984375,1.986328125
8.2158203125,-1.6357421875
11.373046875,-4.24658203125
13.97265625,-4.32666015625
14.6533203125,-1.462158203125
12.5966796875,3.362548828125
8.1474609375,8.119873046875
2.73046875,10.6533203125
-1.8076171875,9.68505859375
-4.01171875,5.398193359375
-3.3447265625,-0.691162109375
-0.283203125,-6.46875
3.9111328125,-10.117919921875
7.51953125,-10.762451171875
8.935546875,-8.615478515625
7.3388671875,-4.69384765625
3.1455078125,-0.36669921875
-1.9541015625,2.970947265625
-5.7001953125,4.10546875
-6.283203125,2.20361328125
-3.30859375,-2.87451171875
2.013671875,-10.3359375
7.396484375,-18.448486328125
10.58203125,-24.936279296875
10.3447265625,-27.748779296875
6.986328125,-25.969482421875
2.099609375,-20.3994140625
-2.1572265625,-13.416259765625
-4.046875,-8.041748046875
-2.9931640625,-6.580810546875
0.1767578125,-9.516357421875
3.7021484375,-15.2548828125
5.75,-20.914306640625
5.3125,-23.78515625
2.59765625,-22.693115234375
-1.1875,-18.504638671875
-4.5966796875,-13.490966796875
-6.7158203125,-9.906005859375
-7.56640625,-8.671875
-7.9423828125,-9.0126953125
-8.8056640625,-9.239990234375
-10.697265625,-8.095703125
-13.43359375,-5.65234375
-16.1708984375,-3.224365234375
-17.7109375,-2.502197265625
-16.814453125,-4.597412109375
-12.5263671875,-9.621337890625
-4.408203125,-16.943115234375
7.2607421875,-25.82470703125
21.4853515625,-35.906005859375
36.66796875,-47.156005859375
50.966796875,-59.382568359375
62.7275390625,-71.72802734375
70.984375,-82.614013671875
75.6240234375,-90.206298828125
77.3173828125,-93.193603515625
77.130859375,-91.457275390625
76.16796875,-86.273681640625
75.29296875,-79.938720703125
75.0107421875,-74.9111328125
75.4775390625,-72.855224609375
76.5771484375,-73.955810546875
77.98046875,-76.84130859375
79.2626953125,-79.23046875
80.0625,-79.07763671875
80.28125,-75.63427734375
80.1650390625,-69.804931640625
80.1298828125,-63.651611328125
80.4306640625,-59.38232421875
80.9453125,-58.489990234375
81.2353515625,-61.318603515625
80.8876953125,-67.1142578125
79.8564453125,-74.368408203125
78.595703125,-81.285888671875
77.7451171875,-86.288330078125
77.7412109375,-88.468017578125
78.5478515625,-87.89013671875
79.7109375,-85.534912109375
80.71875,-82.7529296875
81.380859375,-80.49609375
81.9716796875,-78.845458984375
82.986328125,-77.16015625
84.6357421875,-74.731689453125
86.4931640625,-71.399658203125
87.607421875,-67.69140625
86.9443359375,-64.463134765625
84.0224609375,-62.350341796875
79.3427734375,-61.48779296875
74.4296875,-61.7255859375
71.4111328125,-63.105224609375
72.080078125,-66.0849609375
76.8564453125,-71.1923828125
84.2763671875,-78.31396484375
91.455078125,-86.229248046875
95.375,-92.888671875
94.3388671875,-96.3916015625
88.78515625,-96.081298828125
81.0224609375,-92.98486328125
74.0361328125,-89.28564453125
70.0966796875,-87.1025390625
69.8505859375,-87.322021484375
72.376953125,-89.225341796875
75.9814453125,-91.11083984375
79.0703125,-91.447509765625
80.7587890625,-89.756591796875
80.9453125,-86.730224609375
80.095703125,-83.683349609375
78.9580078125,-81.853515625
78.2607421875,-81.900390625
78.404296875,-83.7470703125
79.34375,-86.68359375
80.5458984375,-89.64794921875
81.2841796875,-91.5966796875
81.0029296875,-91.86572265625
79.6376953125,-90.396484375
77.705078125,-87.735595703125
76.115234375,-84.822509765625
75.814453125,-82.668701171875
77.3544921875,-81.988525390625
80.53515625,-82.91943359375
84.3115234375,-84.906005859375
87.2431640625,-86.9365234375
88.14453125,-88.045166015625
86.7548828125,-87.854736328125
83.884765625,-86.81298828125
80.9873046875,-85.9765625
79.3720703125,-86.360107421875
79.517578125,-88.216552734375
80.810546875,-90.6962890625
82.0107421875,-92.2041015625
81.990234375,-91.27001953125
80.3662109375,-87.477294921875
77.681640625,-81.90478515625
75.076171875,-76.802734375
73.78125,-74.576171875
74.4755859375,-76.551513671875
76.912109375,-82.14990234375
79.9130859375,-88.981201171875
81.9609375,-93.905517578125
81.9404296875,-94.552001953125
79.736328125,-90.51513671875
76.3173828125,-83.60009765625
