Horizontal,Vertical
0,0
1.02877807617188,-3.2919921875
3.54254150390625,-3.873779296875
6.659423828125,-1.887939453125
9.06491088867188,1.2071533203125
9.72344970703125,3.5556640625
8.51321411132812,3.9957275390625
6.42889404296875,2.67138671875
5.18548583984375,0.795166015625
6.40225219726562,-0.2401123046875
10.7925720214844,0.2357177734375
17.8001708984375,1.8521728515625
25.8402099609375,3.5894775390625
32.9847412109375,4.5352783203125
37.73046875,4.4884033203125
39.4988708496094,4.03564453125
38.6945495605469,4.121337890625
36.3796997070312,5.43310546875
33.7879638671875,8.00390625
31.9170227050781,11.2152099609375
31.3196411132812,14.160888671875
32.0827331542969,16.124755859375
33.9350891113281,16.8896484375
36.4471130371094,16.712158203125
39.2364501953125,16.0418701171875
42.0833740234375,15.2490234375
44.8763427734375,14.5313720703125
47.45751953125,14.004150390625
49.5243835449219,13.81884765625
50.7060546875,14.16015625
50.7929077148438,15.0936279296875
49.959228515625,16.383056640625
48.8027954101562,17.4603271484375
48.1374206542969,17.6632080078125
48.6221008300781,16.644775390625
50.4289855957031,14.63720703125
53.1402587890625,12.2855224609375
55.9468994140625,10.1407470703125
58.0661010742188,8.28466796875
59.1672668457031,6.4600830078125
59.5618591308594,4.611083984375
60.0384826660156,3.2935791015625
61.4086303710938,3.49462890625
64.001953125,5.9007568359375
67.4129333496094,10.1693115234375
70.6591796875,14.84619140625
72.6660766601562,18.1077880859375
72.803466796875,18.84619140625
71.1817016601562,17.3438720703125
68.5702209472656,15.0650634765625
66.0044250488281,13.705322265625
64.29638671875,14.177734375
63.7070007324219,16.1947021484375
63.9291687011719,18.62158203125
64.3529052734375,20.2474365234375
64.4336242675781,20.455322265625
63.9743347167969,19.4564208984375
63.1907043457031,18.0457763671875
62.5537719726562,17.078125
62.5020446777344,16.9561767578125
63.1885681152344,17.4044189453125
64.3992614746094,17.6640625
65.6897888183594,17.0089111328125
66.6341552734375,15.2867431640625
67.0070190429688,13.08935546875
66.7852783203125,11.4144287109375
65.9951782226562,11.05224609375
64.5447387695312,12.1148681640625
62.1912536621094,14.005615234375
58.6881103515625,15.8017578125
54.0107421875,16.7939453125
48.5123291015625,16.849609375
42.9494934082031,16.400146484375
38.4417724609375,16.118408203125
36.4043884277344,16.5335693359375
38.3697204589844,17.8358154296875
45.5976867675781,19.91552734375
58.572265625,22.5179443359375
76.6626892089844,25.407470703125
98.228515625,28.5079345703125
121.208480834961,31.97216796875
143.919372558594,36.0745849609375
165.599594116211,40.90869140625
186.382339477539,46.0863037109375
206.748275756836,50.7100830078125
226.861602783203,53.68212890625
246.233352661133,54.1915283203125
263.8544921875,52.1343994140625
278.606475830078,48.264892578125
289.660827636719,43.9703369140625
296.704483032227,40.695068359375
300.005599975586,39.2740478515625
300.371490478516,39.544921875
299.001586914062,40.5089111328125
297.189605712891,40.9017333984375
295.918975830078,39.8460693359375
295.535522460938,37.2548828125
295.719848632812,33.815185546875
295.823486328125,30.5726318359375
295.368041992188,28.281982421875
294.399993896484,26.9085693359375
293.514022827148,25.6168212890625
293.587158203125,23.2926025390625
295.387939453125,19.3038330078125
299.238586425781,14.0267333984375
304.830917358398,8.818359375
311.251876831055,5.4149169921875
317.235702514648,5.050537109375
321.579971313477,7.7513427734375
323.590797424316,12.213623046875
323.367538452148,16.36279296875
321.757446289062,18.3245849609375
319.966644287109,17.2901611328125
318.995018005371,13.794921875
319.189094543457,9.288330078125
320.147148132324,5.336669921875
321.023750305176,2.9539794921875
321.046333312988,2.3895263671875
319.932235717773,3.3203125
317.982055664062,5.1800537109375
315.858383178711,7.394775390625
314.239669799805,9.4730224609375
313.540786743164,11.0423583984375
313.807975769043,11.884765625
314.755683898926,11.9832763671875
315.881202697754,11.5615234375
316.591827392578,11.1048583984375
316.346534729004,11.2813720703125
314.830780029297,12.690673828125
312.118911743164,15.480712890625
308.74430847168,19.0748291015625
305.57258605957,22.279541015625
303.493141174316,23.7940673828125
303.081489562988,22.902587890625
304.414001464844,19.9354248046875
307.12239074707,16.211669921875
310.583847045898,13.437255859375
314.11678314209,12.84326171875
317.119293212891,14.539794921875
319.18196105957,17.480224609375
320.191184997559,20.04345703125
320.370910644531,20.8470458984375
320.185897827148,19.323486328125
320.119728088379,15.8759765625
320.413368225098,11.67724609375
320.902336120605,8.21044921875
321.063293457031,6.672607421875
320.269790649414,7.418212890625
318.133369445801,9.7659912109375
314.744499206543,12.3377685546875
310.675216674805,13.773193359375
306.74925994873,13.4405517578125
303.71875,11.7449951171875
302.01016998291,9.904541015625
301.631462097168,9.32568359375
302.238487243652,10.916259765625
303.325218200684,14.6610107421875
304.464088439941,19.61669921875
305.491546630859,24.2501220703125
306.525825500488,26.975341796875
307.814041137695,26.7176513671875
309.529029846191,23.3612060546875
311.665061950684,17.890869140625
314.061309814453,12.103515625
316.478218078613,7.9412841796875
318.644981384277,6.73046875
320.292434692383,8.682373046875
321.201713562012,12.9013671875
321.254600524902,17.8367919921875
320.449111938477,21.9134521484375
318.865135192871,24.0880126953125
316.636383056641,24.162841796875
313.960922241211,22.78955078125
311.135856628418,21.167236328125
308.549011230469,20.5455322265625
306.586097717285,21.736328125
305.470092773438,24.819091796875
305.109657287598,29.14013671875
305.060791015625,33.562744140625
304.66584777832,36.86572265625
303.366409301758,38.1923828125
301.045310974121,37.38818359375
298.17903137207,35.0579833984375
295.657760620117,32.2822265625
