TargetGA_1,TargetGA_2
14.5775946324182,3.01503624342968
0,0
11.6329393104885,2.1090280947224
0,0
-7.78496057670771,-3.73777794450563
0,0
4.04918257060181,-7.6383011958814
0,0
-1.49303099177419,6.1227044839292
0,0
-19.1103998656627,-9.11410003288695
0,0
15.4270011294424,-6.39896173088089
0,0
8.87213402422888,-8.64769705291469
0,0
-11.0522494572748,8.43094988011909
0,0
21.5105834887036,11.4570536277358
0,0
-14.8671960944686,-2.9461363835621
0,0
-9.53364696487967,-5.37003420849686
0,0
-4.26401783864868,10.2668788655953
0,0
-12.4736968039378,10.67497816668
0,0
-14.3591285138278,-2.6124630646839
0,0
9.78233998003019,-8.28512097768575
0,0
-15.0120480926293,-8.34648713165219
0,0
1.07406254245336,10.8396970444454
0,0
-9.70987163566756,-6.15633539565509
0,0
-1.78956737782378,-10.6667284031275
0,0
19.6453319421921,1.27623200407382
0,0
-13.4147938260395,11.3221979460454
0,0
-22.7285655798621,6.88019981328187
0,0
18.846793631133,-6.17182307649819
0,0
8.59476393150065,12.0958399312731
0,0
0.719127349238696,2.01604017501431
0,0
1.06136707737724,-1.07448552448551
0,0
-18.4354699429844,-11.9506333966909
0,0
22.642146610779,7.73123784895288
0,0
-6.75201146351198,10.1448580198664
0,0
6.00197796736592,-3.90119434974576
0,0
-5.1153165965061,10.3498211488225
0,0
-22.4557690215708,-12.7072802718483
0,0
2.17710628378403,6.69402533777158
0,0
0.438190277302997,-2.83966774148765
0,0
-12.0010111209406,-8.40185948767267
0,0
-20.8885210005365,-8.75089186663663
0,0
16.0069466561436,0.292884031885225
0,0
-20.7685756863915,-6.93303903910855
0,0
-8.76574111437534,-10.9568028018813
0,0
13.3833228326439,-10.5923468750599
0,0
21.6319015860643,7.59129675445418
0,0
4.15154482845334,-1.25734621349745
0,0
13.1383685300547,-7.56364795862331
0,0
10.8214555262977,8.11041490130751
0,0
7.22377514831502,-6.56834719387573
0,0
7.86796620775272,0.653095082938819
0,0
20.2212019929943,-2.22368541277296
0,0
1.68688207041642,6.37213621187591
0,0
-4.87313206149489,10.9585955554445
0,0
8.14353917014789,5.37836018085926
0,0
-2.85785300692766,-11.0088579231141
0,0
-17.1291093249723,0.78775144467538
0,0
-2.92169664707262,6.13662278118486
0,0
2.29034190496623,-6.99207433465078
0,0
-5.03085422001069,-7.23418593643945
0,0
-4.88116018001598,12.5852522455945
0,0
11.9148156795196,-10.0495007184253
0,0
1.07490052137054,-7.91681378481006
0,0
-0.460150487138918,4.6880960132998
0,0
-19.0496598254274,-4.5078133012379
0,0
-11.8134577660437,5.42706523212646
0,0
-2.52072475368788,-11.338632462165
0,0
6.60633206247055,5.80640699322942
0,0
9.97215569841808,8.77871088501461
0,0
22.4673634164123,-6.52291609523973
0,0
19.9418152079857,0.610983571349833
0,0
-18.8969344776984,-4.09330557323347
0,0
20.8438049734588,-12.2762809746007
0,0
-15.8056293459471,4.98359877471472
0,0
21.5510186911626,11.1743491941052
0,0
4.65563856302104,-7.73965716855888
0,0
-12.3021810938841,3.59244052579084
0,0
-19.8359086954208,-2.27279904745484
0,0
-9.52895529090474,8.4010232006408
0,0
14.746666465071,11.1620172753106
0,0
-19.5624265114534,9.17543657421972
0,0
-6.96516671857814,-8.6679119807355
0,0
-17.1670132677547,5.30355509208904
0,0
-16.0109740754749,3.09976449910586
0,0
-20.181937612532,-4.02163562479628
0,0
9.61709977328947,-8.41951724951801
0,0
-19.1440322369762,-7.07882062619035
0,0
5.59944067074044,3.35837911250378
0,0
-15.3156945351608,8.23029173252718
0,0
7.24338504305575,-3.90868657673189
0,0
-0.0627013890831308,13.0348265167811
0,0
-10.2539024686496,5.78187608792486
0,0
15.5093111986578,-3.69848424656133
0,0
14.9630429612959,-2.458869525356
0,0
20.1953458864984,4.6582611967698
0,0
-22.75649846206,-12.8459003776235
0,0
6.72155901022215,9.96600285951533
0,0
-22.4683696455533,-6.27776773737816
0,0
-18.2837164643881,9.09848480134358
0,0
-18.2675265520175,1.74578531986754
0,0
-6.36558559929489,-8.80802290054662
0,0
-12.3306188001417,3.7381278241223
0,0
-7.35973712864528,11.1795289766611
0,0
-11.8702108297522,-1.52078447078144
0,0
-2.66156085650716,-9.28769378270101
0,0
-15.6759343015173,7.28921287419042
0,0
-4.85838335946021,-7.88504178988284
0,0
19.446803734531,-13.0471598521286
0,0
0.545154814311381,5.82358754485178
0,0
19.1708148780255,-5.60377977171407
0,0
-18.9096583868369,-4.39088349755242
0,0
22.4845042826855,2.27453528792537
0,0
-18.7157354909737,0.0462309707751221
0,0
-8.91475451104266,-11.8302505084855
0,0
13.4723162344266,-11.9341062489466
0,0
4.91325912516448,-6.19977293042119
0,0
-1.63932259160788,3.07856880966975
0,0
-9.61827685875017,12.1062858659823
0,0
-17.1159814083706,-2.21501404172671
0,0
-9.76420442912741,-1.72870063168823
0,0
-15.6348705999225,3.86388420125641
0,0
-8.72892986116137,-10.055061203313
0,0
-18.135343862238,-3.3239105710219
0,0
15.5775387445761,-3.31020602780372
0,0
21.5983402518021,5.44169522913563
0,0
-13.3063341997548,11.2195937934737
0,0
9.81495689937968,5.49559084146911
0,0
-21.1559670370456,7.05234469381017
0,0
5.57599486799957,4.11080048842732
0,0
8.09199222979002,-9.23149972396804
0,0
-21.2317376901221,9.00082670088561
0,0
-22.6333353692023,9.06598397329408
0,0
-16.7068868632088,-0.231388288840673
0,0
16.9215193173872,-2.75823538569495
0,0
-10.648045566423,8.97390768830286
0,0
1.52396799431639,-3.61475285915889
0,0
1.06869582261272,-9.11301148634728
0,0
3.24885002394316,-7.49956035128217
0,0
-7.97896510530731,6.26606235401758
0,0
-4.15725611440678,4.93926839013391
0,0
-4.11268016044177,8.40471400872519
0,0
22.1091789271356,1.40331756727547
0,0
-20.3684868603681,4.62137682810195
0,0
-4.96371600104065,5.86310984641648
0,0
13.7424574720454,-11.3851693077738
0,0
4.52081027244907,2.67842652385994
0,0
-9.08294205804517,3.21861634932739
0,0
18.6396134465649,-2.47945684236219
0,0
-18.858285054981,11.3782201912976
0,0
-8.63853496777008,7.82745893327287
0,0
17.9962856186019,-5.95391444782171
0,0
7.5286563232078,-2.00724293895978
0,0
8.80507894844247,7.9586825282235
0,0
-1.25284228587392,-9.10102148350664
0,0
-16.7607114388538,2.03719754786747
0,0
20.7338671410425,-1.19564377293568
0,0
17.8074571955431,-0.74729088976983
0,0
-3.00637384655334,8.35470087757927
0,0
15.7054957957673,11.0392603140737
0,0
-8.35076936660399,0.95938620044863
0,0
-6.34039316491809,12.3494663166054
0,0
13.9020509760588,1.73679523298109
0,0
-18.5915940031567,-1.54586918473699
0,0
20.769899243435,-3.70331492951827
0,0
-22.7095338990099,12.2560383587959
0,0
-9.74612949007844,-5.59106146162372
0,0
-20.7599700849276,8.76712308060897
0,0
-2.75200521772193,-2.4937532927799
0,0
13.6755319704281,-2.88522637773208
0,0
19.1441315089007,-7.23911625514439
0,0
1.59908220115791,11.692035133467
0,0
14.3199290750905,-9.3937404245754
0,0
3.01111784989594,3.08911138782986
0,0
11.8930697877027,2.68038498786685
0,0
-22.3913275302694,4.65485592265466
0,0
-1.11648132264846,-1.47978330982054
0,0
-11.8375158501606,5.45020375972284
0,0
-9.1600684691065,3.57284961802399
0,0
21.4049922530353,4.02702605659875
0,0
-13.7367868729533,-3.47552614394226
0,0
0.984787868426449,-4.38557082798906
0,0
-12.9745072295286,-12.9257624289559
0,0
