Horizontal,Vertical
0,0
-1.0703125,2.8955078125
-2.15234375,5.62158203125
-2.4931640625,7.66259765625
-1.6064453125,8.857421875
0.4677734375,9.1611328125
3.1103515625,8.5
5.359375,6.890625
6.365234375,4.6796875
5.8642578125,2.62451171875
4.3642578125,1.61083984375
2.9365234375,2.1279296875
2.6943359375,3.90185546875
4.19921875,6.0029296875
7.1083984375,7.43017578125
10.29296875,7.72021484375
12.3759765625,7.138671875
12.4345703125,6.37109375
10.4541015625,6.0185546875
7.3037109375,6.2900390625
4.2998046875,7.0498046875
2.6162109375,8.02392578125
2.8359375,8.9453125
4.7373046875,9.57421875
7.3505859375,9.76708984375
9.3076171875,9.62744140625
9.38671875,9.6162109375
7.0595703125,10.3583984375
2.759765625,12.1689453125
-2.287109375,14.64501953125
-6.5849609375,16.7158203125
-8.9775390625,17.203125
-9.07421875,15.5546875
-7.2939453125,12.28857421875
-4.59765625,8.85791015625
-2.0703125,6.96240234375
-0.59765625,7.6689453125
-0.7099609375,10.7861328125
-2.5380859375,14.8505859375
-5.78515625,17.77197265625
-9.61328125,17.859375
-12.572265625,14.73681640625
-12.69921875,9.671875
-7.9384765625,5.10888671875
3.205078125,3.58349609375
21.0537109375,6.51806640625
44.416015625,13.5048828125
70.712890625,22.49267578125
96.515625,30.78759765625
118.3876953125,36.3154296875
133.7763671875,38.46728515625
141.6396484375,38.16357421875
142.6142578125,37.2197265625
138.72265625,37.3623046875
132.765625,39.36962890625
127.49609375,42.73388671875
124.78125,46.0244140625
125.0478515625,47.76416015625
127.337890625,47.28564453125
130.0068359375,45.0361328125
131.6689453125,42.22607421875
131.8681640625,40.1171875
131.1015625,39.42724609375
130.3125,40.1533203125
130.2236328125,41.76416015625
130.9306640625,43.51513671875
131.9462890625,44.69384765625
132.6181640625,44.77197265625
132.6416015625,43.56103515625
132.3046875,41.3388671875
132.3076171875,38.80517578125
133.2685546875,36.79833984375
135.244140625,35.8876953125
137.583984375,36.09521484375
139.240234375,36.89794921875
139.3486328125,37.5537109375
137.68359375,37.5302734375
134.7509765625,36.80517578125
131.470703125,35.833984375
128.7177734375,35.2431640625
127.005859375,35.45654296875
126.43359375,36.50244140625
126.8330078125,38.072265625
127.935546875,39.72509765625
129.4501953125,41.083984375
131.056640625,41.96435546875
132.4072265625,42.35400390625
133.1982421875,42.2744140625
133.2685546875,41.62646484375
132.6513671875,40.2412109375
131.5732421875,38.1572265625
130.361328125,35.9033203125
129.326171875,34.4892578125
128.685546875,34.9912109375
128.541015625,37.9169921875
128.859375,42.728515625
129.4833984375,47.884765625
130.142578125,51.44921875
130.5654296875,51.95947265625
130.6357421875,49.08935546875
130.470703125,43.82568359375
130.3486328125,38.12255859375
130.51171875,34.1572265625
130.990234375,33.4072265625
131.544921875,35.96923828125
131.79296875,40.498046875
131.44921875,44.87060546875
130.513671875,47.1904296875
129.3193359375,46.6318359375
128.353515625,43.720703125
127.9599609375,39.9775390625
128.1396484375,37.11376953125
128.546875,36.1865234375
128.71484375,37.14111328125
128.298828125,38.98291015625
127.2392578125,40.41650390625
125.76171875,40.5966796875
124.240234375,39.5634765625
123.0654296875,38.14697265625
122.5068359375,37.439453125
122.6181640625,38.1376953125
123.216796875,40.11181640625
123.9765625,42.45849609375
124.6083984375,44.04052734375
124.998046875,44.19287109375
125.21875,43.13525390625
125.408203125,41.826171875
125.6279296875,41.37548828125
125.802734375,42.41650390625
125.81640625,44.7802734375
125.7001953125,47.6123046875
125.765625,49.84033203125
126.544921875,50.73779296875
128.48046875,50.28515625
131.5791015625,49.1640625
135.208984375,48.400390625
138.2861328125,48.841796875
139.7119140625,50.70166015625
138.861328125,53.42626953125
135.9091796875,55.9873046875
131.802734375,57.4072265625
127.9462890625,57.18017578125
125.6767578125,55.39794921875
125.767578125,52.6416015625
128.1533203125,49.75048828125
131.96484375,47.5498046875
135.8857421875,46.62451171875
138.6572265625,47.20458984375
139.5263671875,49.08251953125
138.4326171875,51.58544921875
135.9130859375,53.7001953125
132.81640625,54.4609375
129.990234375,53.4248046875
128.0517578125,50.91943359375
127.2822265625,47.88037109375
127.646484375,45.41015625
128.83984375,44.365234375
130.400390625,45.12890625
131.865234375,47.5498046875
132.9384765625,50.9638671875
133.5283203125,54.33642578125
133.6328125,56.5869140625
133.2177734375,57.03076171875
132.224609375,55.69677734375
130.701171875,53.326171875
128.9755859375,51.04736328125
127.6513671875,49.9140625
127.3818359375,50.47216796875
128.4765625,52.51416015625
130.6171875,55.14599609375
132.9287109375,57.21630859375
134.443359375,57.8828125
134.662109375,57.0107421875
133.7890625,55.18798828125
132.5107421875,53.3916015625
131.48046875,52.46875
130.90625,52.66650390625
130.5322265625,53.462890625
129.951171875,53.87939453125
129.0205078125,53.162109375
128.03125,51.33984375
127.5625,49.2197265625
128.1591796875,47.85107421875
130.021484375,47.91015625
132.8818359375,49.3642578125
136.0869140625,51.4609375
138.8486328125,52.99072265625
140.5146484375,52.76220703125
140.7734375,50.1962890625
139.7294921875,45.7587890625
137.814453125,40.9404296875
135.58203125,37.66650390625
133.494140625,37.39697265625
131.8037109375,40.3798828125
130.580078125,45.5205078125
129.81640625,50.9287109375
129.513671875,54.76953125
129.6552734375,55.95947265625
130.1474609375,54.40673828125
130.80859375,50.84619140625
131.4228515625,46.48974609375
131.810546875,42.73583984375
131.8671875,40.9033203125
131.544921875,41.86181640625
130.8408203125,45.5830078125
129.8369140625,50.9365234375
128.7666015625,56.04248046875
128.0048828125,59.08349609375
127.9619140625,59.10205078125
128.9140625,56.35546875
130.8896484375,52.1064453125
133.640625,48.03564453125
136.6982421875,45.568359375
139.4453125,45.38916015625
141.2109375,47.2626953125
141.4697265625,50.1962890625
140.0673828125,52.8857421875
137.4052734375,54.30810546875
134.376953125,54.18701171875
132.0537109375,53.060546875
131.2373046875,51.87548828125
132.1357421875,51.3740234375
134.298828125,51.68994140625
136.8447265625,52.412109375
138.8232421875,52.9951171875
139.58984375,53.17626953125
138.986328125,53.103515625
137.330078125,53.11083984375
135.2421875,53.3388671875
133.416015625,53.51123046875
132.3935546875,53.083984375
132.4111328125,51.6591796875
133.359375,49.3525390625
134.8427734375,46.87255859375
136.314453125,45.189453125
137.25,44.95361328125
137.357421875,45.9990234375
136.693359375,47.330078125
135.6416015625,47.662109375
134.73828125,46.20068359375
134.4599609375,43.18359375
135.064453125,39.83642578125
136.48046875,37.7705078125
138.306640625,38.1259765625
139.912109375,40.93017578125
140.6376953125,45.04443359375
140.05078125,48.728515625
138.171875,50.47119140625
135.548828125,49.62548828125
133.1083984375,46.57958984375
131.8037109375,42.4833984375
132.1806640625,38.7314453125
134.0986328125,36.41064453125
136.75390625,35.9208984375
139.0029296875,36.880859375
139.8564453125,38.35107421875
138.888671875,39.298828125
136.376953125,39.13720703125
133.154296875,38.01953125
130.2490234375,36.68896484375
128.4736328125,36.00341796875
128.099609375,36.41943359375
128.7880859375,37.72314453125
129.8671875,39.099609375
130.78125,39.533203125
131.4306640625,38.4072265625
132.13671875,35.9775390625
133.267578125,33.38623046875
134.8173828125,32.1142578125
136.2529296875,33.193359375
136.7783203125,36.62841796875
135.8466796875,41.33154296875
133.6142578125,45.548828125
130.9794921875,47.57861328125
129.1611328125,46.49560546875
129.064453125,42.59375
